"Needle Drop",LRW,R,Instant,,,C,{R},"Needle Drop deals 1 damage to target creature or player that was dealt damage this turn.
Draw a card.",,,1\1
"Needle Specter",EVE,B,Creature — Specter,1\1,,R,{1}{B}{B},"Flying
Wither This deals damage to creatures in the form of -1\-1 counters.
Whenever Needle Specter deals combat damage to a player, that player discards that many cards.",,,1\1
"Needle Storm",9E,G,Sorcery,,,U,{2}{G},"Needle Storm deals 4 damage to each creature with flying.",,,1\1
"Needlebite Trap",ZEN,B,Instant — Trap,,,U,{5}{B}{B},"If an opponent gained life this turn, you may pay {B} rather than pay Needlebite Trap's mana cost.
Target player loses 5 life and you gain 5 life.",,,1\1
"Needlebug",MR,Art,Artifact Creature — Insect,2\2,,U,{4},"Flash
Protection from artifacts",,,1\1
"Needlepeak Spider",PLC,R,Creature — Spider,4\2,,C,{3}{R},"Reach This creature can block creatures with flying.",,,1\1
"Negate",M12,U,Instant,,,C,{1}{U},"Counter target noncreature spell.",,,1\1
"Negate",M11,U,Instant,,,C,{1}{U},"Counter target noncreature spell.",,,1\1
"Negate",M10,U,Instant,,,C,{1}{U},"Counter target noncreature spell.",,,1\1
"Negate",MOR,U,Instant,,,C,{1}{U},"Counter target noncreature spell.",,,1\1
"Neko-Te",BOK,Art,Artifact — Equipment,,,R,{3},"Whenever equipped creature deals damage to a creature, tap that creature. That creature doesn't untap during its controller's untap step for as long as Neko-Te remains on the battlefield.
Whenever equipped creature deals damage to a player, that player loses 1 life.
Equip {2}",,,1\1
"Nekrataal",10E,B,Creature — Human Assassin,2\1,,U,{2}{B}{B},"First strike This creature deals combat damage before creatures without first strike.
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",,,1\1
"Nekrataal",9E,B,Creature — Human Assassin,2\1,,U,{2}{B}{B},"First strike This creature deals combat damage before creatures without first strike.
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",,,1\1
"Nekrataal",8E,B,Creature — Human Assassin,2\1,,U,{2}{B}{B},"First strike This creature deals combat damage before creatures without first strike.
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",,,1\1
"Nema Siltlurker",ROE,G,Creature — Lizard,3\5,,C,{4}{G},"

Rules Text:",,,1\1
"Nemesis Mask",DS,Art,Artifact — Equipment,,,U,{3},"All creatures able to block equipped creature do so.
Equip {3} {3}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.",,,1\1
"Nemesis of Reason",ARB,Gld,Creature — Leviathan Horror,3\7,,R,{3}{U}{B},"Whenever Nemesis of Reason attacks, defending player puts the top ten cards of his or her library into his or her graveyard.",,,1\1
"Nemesis Trap",WWK,B,Instant — Trap,,,U,{4}{B}{B},"If a white creature is attacking, you may pay {B}{B} rather than pay Nemesis Trap's mana cost.
Exile target attacking creature. Put a token that's a copy of that creature onto the battlefield. Exile it at the beginning of the next end step.",,,1\1
"Nephalia Drownyard",ISD,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{1}{U}{B}, {T}: Target player puts the top three cards of his or her library into his or her graveyard.",,,1\1
"Nessian Courser",FUT,G,Creature — Centaur Warrior,3\3,,C,{2}{G},"

Rules Text:",,,1\1
"Nest Invader",ROE,G,Creature — Eldrazi Drone,2\2,,C,{1}{G},"When Nest Invader enters the battlefield, put a 0\1 colorless Eldrazi Spawn creature token onto the battlefield. It has 'Sacrifice this creature: Add {1} to your mana pool.'",,,1\1
"Nested Ghoul",MBS,B,Creature — Zombie Warrior,4\2,,U,{3}{B}{B},"Whenever a source deals damage to Nested Ghoul, put a 2\2 black Zombie creature token onto the battlefield.",,,1\1
"Nezumi Bone-Reader",CHK,B,Creature — Rat Shaman,1\1,,U,{1}{B},"{B}, Sacrifice a creature: Target player discards a card. Activate this ability only any time you could cast a sorcery.",,,1\1
"Nezumi Cutthroat",CHK,B,Creature — Rat Warrior,2\1,,C,{1}{B},"Fear This creature can't be blocked except by artifact creatures and\or black creatures.
Nezumi Cutthroat can't block.",,,1\1
"Nezumi Graverobber",CHK,B,Creature — Rat Rogue,2\1,,U,{1}{B},"{1}{B}: Exile target card from an opponent's graveyard. If no cards are in that graveyard, flip Nezumi Graverobber.",,,1\1
"Nezumi Ronin",CHK,B,Creature — Rat Samurai,3\1,,C,{2}{B},"Bushido 1 When this blocks or becomes blocked, it gets +1\+1 until end of turn.",,,1\1
"Nezumi Shadow-Watcher",BOK,B,Creature — Rat Warrior,1\1,,U,{B},"Sacrifice Nezumi Shadow-Watcher: Destroy target Ninja.",,,1\1
"Nezumi Shortfang",CHK,B,Creature — Rat Rogue,1\1,,R,{1}{B},"{1}{B}, {T}: Target opponent discards a card. Then if that player has no cards in hand, flip Nezumi Shortfang.",,,1\1
"Nether Horror",M11,B,Creature — Horror,4\2,,C,{3}{B},"

Rules Text:",,,1\1
"Nether Traitor",TSP,B,Creature — Spirit,1\1,,R,{B}{B},"Haste
Shadow This creature can block or be blocked by only creatures with shadow.
Whenever another creature is put into your graveyard from the battlefield, you may pay {B}. If you do, return Nether Traitor from your graveyard to the battlefield.",,,1\1
"Netherborn Phalanx",RAV,B,Creature — Horror,2\4,,U,{5}{B},"When Netherborn Phalanx enters the battlefield, each opponent loses 1 life for each creature he or she controls.
Transmute {1}{B}{B} {1}{B}{B}, Discard this card: Search your library for a card with the same converted mana cost as this card, reveal it, and put it into your hand. Then shuffle your library. Transmute only as a sorcery.",,,1\1
"Nettle Sentinel",EVE,G,Creature — Elf Warrior,2\2,,C,{G},"Nettle Sentinel doesn't untap during your untap step.
Whenever you cast a green spell, you may untap Nettle Sentinel.",,,1\1
"Nettlevine Blight",LRW,B,Enchantment — Aura,,,R,{4}{B}{B},"Enchant creature or land
Enchanted permanent has 'At the beginning of your end step, sacrifice this permanent and attach Nettlevine Blight to a creature or land you control.'",,,1\1
"Nettling Curse",DIS,B,Enchantment — Aura,,,C,{2}{B},"Enchant creature
Whenever enchanted creature attacks or blocks, its controller loses 3 life.
{1}{R}: Enchanted creature attacks this turn if able.",,,1\1
"Neurok Commando",MBS,U,Creature — Human Rogue,2\1,,U,{1}{U}{U},"Shroud
Whenever Neurok Commando deals combat damage to a player, you may draw a card.",,,1\1
"Neurok Familiar",MR,U,Creature — Bird,1\1,,C,{1}{U},"Flying
When Neurok Familiar enters the battlefield, reveal the top card of your library. If it's an artifact card, put it into your hand. Otherwise, put it into your graveyard.",,,1\1
"Neurok Hoversail",MR,Art,Artifact — Equipment,,,C,{1},"Equipped creature has flying.
Equip {2} {2}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.",,,1\1
"Neurok Invisimancer",SOM,U,Creature — Human Wizard,2\1,,C,{1}{U}{U},"Neurok Invisimancer is unblockable.
When Neurok Invisimancer enters the battlefield, target creature is unblockable this turn.",,,1\1
"Neurok Prodigy",DS,U,Creature — Human Wizard,2\1,,C,{2}{U},"Flying
Discard an artifact card: Return Neurok Prodigy to its owner's hand.",,,1\1
"Neurok Replica",SOM,Art,Artifact Creature — Wizard,1\4,,C,{3},"{1}{U}, Sacrifice Neurok Replica: Return target creature to its owner's hand.",,,1\1
"Neurok Spy",MR,U,Creature — Human Rogue,2\2,,C,{2}{U},"Neurok Spy is unblockable as long as defending player controls an artifact.",,,1\1
"Neurok Stealthsuit",FD,Art,Artifact — Equipment,,,C,{2},"Equipped creature has shroud. It can't be the target of spells or abilities.
{U}{U}: Attach Neurok Stealthsuit to target creature you control.
Equip {1} {1}: Attach to target creature you control. Equip only as a sorcery.",,,1\1
"Neurok Transmuter",DS,U,Creature — Human Wizard,2\2,,U,{2}{U},"{U}: Target creature becomes an artifact in addition to its other types until end of turn.
{U}: Until end of turn, target artifact creature becomes blue and isn't an artifact.",,,1\1
"New Benalia",FUT,Lnd,Land,,,U,,"New Benalia enters the battlefield tapped.
When New Benalia enters the battlefield, scry 1. To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.
{T}: Add {W} to your mana pool.",,,1\1
"Neverending Torment",SOK,B,Sorcery,,,R,{4}{B}{B},"Search target player's library for X cards, where X is the number of cards in your hand, and exile them. Then that player shuffles his or her library.
Epic For the rest of the game, you can't cast spells. At the beginning of each of your upkeeps, copy this spell except for its epic ability. You may choose a new target for the copy.",,,1\1
"Nevermaker",MOR,U,Creature — Elemental,2\3,,U,{3}{U},"Flying
When Nevermaker leaves the battlefield, put target nonland permanent on top of its owner's library.
Evoke {3}{U} You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.",,,1\1
"Nevermore",ISD,W,Enchantment,,,R,{1}{W}{W},"As Nevermore enters the battlefield, name a nonland card.
The named card can't be cast.",,,1\1
"Nicol Bolas",TSB,Gld,Legendary Creature — Elder Dragon,7\7,,R,{2}{U}{U}{B}{B}{R}{R},"Flying
At the beginning of your upkeep, sacrifice Nicol Bolas unless you pay {U}{B}{R}.
Whenever Nicol Bolas deals damage to an opponent, that player discards his or her hand.",,,1\1
"Nicol Bolas, Planeswalker",CFX,Gld,Planeswalker — Bolas,\5,,M,{4}{U}{B}{B}{R},"+3: Destroy target noncreature permanent.
-2: Gain control of target creature.
-9: Nicol Bolas, Planeswalker deals 7 damage to target player. That player discards seven cards, then sacrifices seven permanents.",,,1\1
"Night Dealings",CHK,B,Enchantment,,,R,{2}{B}{B},"Whenever a source you control deals damage to another player, put that many theft counters on Night Dealings.
{2}{B}{B}, Remove X theft counters from Night Dealings: Search your library for a nonland card with converted mana cost X, reveal it, and put it into your hand. Then shuffle your library.",,,1\1
"Night of Souls' Betrayal",CHK,B,Legendary Enchantment,,,R,{2}{B}{B},"All creatures get -1\-1.",,,1\1
"Night Revelers",ISD,R,Creature — Vampire,4\4,,C,{4}{R},"Night Revelers has haste as long as an opponent controls a Human.",,,1\1
"Night Terrors",ISD,B,Sorcery,,,C,{2}{B},"Target player reveals his or her hand. You choose a nonland card from it. Exile that card.",,,1\1
"Nightbird's Clutches",ISD,R,Sorcery,,,C,{1}{R},"Up to two target creatures can't block this turn.
Flashback {3}{R} You may cast this card from your graveyard for its flashback cost. Then exile it.",,,1\1
"Nightcreep",DIS,B,Instant,,,U,{B}{B},"Until end of turn, all creatures become black and all lands become Swamps.",,,1\1
"Nezumi Graverobber (Nighteyes the Desecrator)",CHK,B,Legendary Creature — Rat Wizard,4\2,,U,{1}{B},"{4}{B}: Put target creature card from a graveyard onto the battlefield under your control.",,,1\1
"Nightfall Predator",ISD,G,Creature — Werewolf,4\4,,R,,"{R}, {T}: Nightfall Predator fights target creature. Each deals damage equal to its power to the other.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Nightfall Predator.",,,1\1
"Nightguard Patrol",RAV,W,Creature — Human Soldier,2\1,,C,{2}{W},"First strike, vigilance",,,1\1
"Nighthaze",ROE,B,Sorcery,,,C,{B},"Target creature gains swampwalk until end of turn.
Draw a card.",,,1\1
"Nightmare",M10,B,Creature — Nightmare Horse,*\*,,R,{5}{B},"Flying
Nightmare's power and toughness are each equal to the number of Swamps you control.",,,1\1
"Nightmare",10E,B,Creature — Nightmare Horse,*\*,,R,{5}{B},"Flying
Nightmare's power and toughness are each equal to the number of Swamps you control.",,,1\1
"Nightmare",9E,B,Creature — Nightmare Horse,*\*,,R,{5}{B},"Flying
Nightmare's power and toughness are each equal to the number of Swamps you control.",,,1\1
"Nightmare",8E,B,Creature — Nightmare Horse,*\*,,R,{5}{B},"Flying
Nightmare's power and toughness are each equal to the number of Swamps you control.",,,1\1
"Nightmare Incursion",EVE,B,Sorcery,,,R,{5}{B},"Search target player's library for up to X cards, where X is the number of Swamps you control, and exile them. Then that player shuffles his or her library.",,,1\1
"Nightmare Lash",MR,Art,Artifact — Equipment,,,R,{4},"Equipped creature gets +1\+1 for each Swamp you control.
Equip—Pay 3 life. Pay 3 life: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.",,,1\1
"Nightmare Void",RAV,B,Sorcery,,,U,{3}{B},"Target player reveals his or her hand. You choose a card from it. That player discards that card.
Dredge 2 If you would draw a card, instead you may put exactly two cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.",,,1\1
"Night's Whisper",FD,B,Sorcery,,,U,{1}{B},"You draw two cards and you lose 2 life.",,,1\1
"Nightshade Assassin",TSP,B,Creature — Human Assassin,2\1,,U,{2}{B}{B},"First strike
When Nightshade Assassin enters the battlefield, you may reveal X black cards in your hand. If you do, target creature gets -X\-X until end of turn.
Madness {1}{B} If you discard this card, you may cast it for its madness cost instead of putting it into your graveyard.",,,1\1
"Nightshade Schemers",MOR,B,Creature — Faerie Wizard,3\2,,U,{4}{B},"Flying
Kinship — At the beginning of your upkeep, you may look at the top card of your library. If it shares a creature type with Nightshade Schemers, you may reveal it. If you do, each opponent loses 2 life.",,,1\1
"Nightshade Stinger",LRW,B,Creature — Faerie Rogue,1\1,,C,{B},"Flying
Nightshade Stinger can't block.",,,1\1
"Nightsky Mimic",EVE,Gld,Creature — Shapeshifter,2\1,,C,{1}{WB},"Whenever you cast a spell that's both white and black, Nightsky Mimic becomes 4\4 and gains flying until end of turn.",,,1\1
"Nightsoil Kami",SOK,G,Creature — Spirit,6\4,,C,{4}{G}{G},"Soulshift 5 When this creature dies, you may return target Spirit card with converted mana cost 5 or less from your graveyard to your hand.",,,1\1
"Nightwing Shade",M11,B,Creature — Shade,2\2,,C,{4}{B},"Flying
{1}{B}: Nightwing Shade gets +1\+1 until end of turn.",,,1\1
"Nihil Spellbomb",SOM,Art,Artifact,,,C,{1},"{T}, Sacrifice Nihil Spellbomb: Exile all cards from target player's graveyard.
When Nihil Spellbomb is put into a graveyard from the battlefield, you may pay {B}. If you do, draw a card.",,,1\1
"Nihilistic Glee",DIS,B,Enchantment,,,R,{2}{B}{B},"{2}{B}, Discard a card: Target opponent loses 1 life and you gain 1 life.
Hellbent — {1}, Pay 2 life: Draw a card. Activate this ability only if you have no cards in hand.",,,1\1
"Nihilith",FUT,B,Creature — Horror,4\4,,R,{4}{B}{B},"Fear This creature can't be blocked except by artifact creatures and\or black creatures.
Suspend 7—{1}{B} Rather than cast this card from your hand, you may pay {1}{B} and exile it with seven time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.
Whenever a card is put into an opponent's graveyard from anywhere, if Nihilith is suspended, you may remove a time counter from Nihilith.",,,1\1
"Nikko-Onna",SOK,W,Creature — Spirit,2\2,,U,{2}{W},"When Nikko-Onna enters the battlefield, destroy target enchantment.
Whenever you cast a Spirit or Arcane spell, you may return Nikko-Onna to its owner's hand.",,,1\1
"Nim Abomination",DS,B,Creature — Zombie,3\4,,U,{2}{B},"At the beginning of your end step, if Nim Abomination is untapped, you lose 3 life.",,,1\1
"Nim Deathmantle",SOM,Art,Artifact — Equipment,,,R,{2},"Equipped creature gets +2\+2, has intimidate, and is a black Zombie.
Whenever a nontoken creature is put into your graveyard from the battlefield, you may pay {4}. If you do, return that card to the battlefield and attach Nim Deathmantle to it.
Equip {4}",,,1\1
"Nim Devourer",MR,B,Creature — Zombie,4\1,,R,{3}{B}{B},"Nim Devourer gets +1\+0 for each artifact you control.
{B}{B}: Return Nim Devourer from your graveyard to the battlefield, then sacrifice a creature. Activate this ability only during your upkeep.",,,1\1
"Nim Grotesque",FD,B,Creature — Zombie,3\6,,U,{6}{B},"Nim Grotesque gets +1\+0 for each artifact you control.",,,1\1
"Nim Lasher",MR,B,Creature — Zombie,1\1,,C,{2}{B},"Nim Lasher gets +1\+0 for each artifact you control.",,,1\1
"Nim Replica",MR,Art,Artifact Creature — Zombie,3\1,,C,{3},"{2}{B}, Sacrifice Nim Replica: Target creature gets -1\-1 until end of turn.",,,1\1
"Nim Shambler",MR,B,Creature — Zombie,2\1,,U,{2}{B}{B},"Nim Shambler gets +1\+0 for each artifact you control.
Sacrifice a creature: Regenerate Nim Shambler.",,,1\1
"Nim Shrieker",MR,B,Creature — Zombie,0\1,,C,{3}{B},"Flying
Nim Shrieker gets +1\+0 for each artifact you control.",,,1\1
"Nimana Sell-Sword",ZEN,B,Creature — Human Warrior Ally,2\2,,C,{3}{B},"Whenever Nimana Sell-Sword or another Ally enters the battlefield under your control, you may put a +1\+1 counter on Nimana Sell-Sword.",,,1\1
"Nimbus Maze",FUT,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{T}: Add {W} to your mana pool. Activate this ability only if you control an Island.
{T}: Add {U} to your mana pool. Activate this ability only if you control a Plains.",,,1\1
"Nimbus Wings",ZEN,W,Enchantment — Aura,,,C,{1}{W},"Enchant creature
Enchanted creature gets +1\+2 and has flying.",,,1\1
"Nine-Ringed Bo",CHK,Art,Artifact,,,U,{3},"{T}: Nine-Ringed Bo deals 1 damage to target Spirit creature. If that creature would die this turn, exile it instead.",,,1\1
"Ninja of the Deep Hours",BOK,U,Creature — Human Ninja,2\2,,C,{3}{U},"Ninjutsu {1}{U} {1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.
Whenever Ninja of the Deep Hours deals combat damage to a player, you may draw a card.",,,1\1
"Nip Gwyllion",EVE,Gld,Creature — Hag,1\1,,C,{WB},"Lifelink Damage dealt by this creature also causes you to gain that much life.",,,1\1
"Nirkana Cutthroat",ROE,B,Creature — Vampire Warrior,3\2,,U,{2}{B},"Level up {2}{B} {2}{B}: Put a level counter on this. Level up only as a sorcery.
LEVEL 1-2
4\3
Deathtouch
LEVEL 3+
5\4
First strike, deathtouch",,,1\1
"Nirkana Revenant",ROE,B,Creature — Vampire Shade,4\4,,M,{4}{B}{B},"Whenever you tap a Swamp for mana, add {B} to your mana pool in addition to the mana the land produces.
{B}: Nirkana Revenant gets +1\+1 until end of turn.",,,1\1
"Nissa Revane",ZEN,G,Planeswalker — Nissa,\2,,M,{2}{G}{G},"+1: Search your library for a card named Nissa's Chosen and put it onto the battlefield. Then shuffle your library.
+1: You gain 2 life for each Elf you control.
-7: Search your library for any number of Elf creature cards and put them onto the battlefield. Then shuffle your library.",,,1\1
"Nissa's Chosen",ZEN,G,Creature — Elf Warrior,2\3,,C,{G}{G},"If Nissa's Chosen would die, put it on the bottom of its owner's library instead.",,,1\1
"Niveous Wisps",SHM,W,Instant,,,C,{W},"Target creature becomes white until end of turn. Tap that creature.
Draw a card.",,,1\1
"Nivix, Aerie of the Firemind",GP,Lnd,Land,,,U,,"{T}: Add {1} to your mana pool.
{2}{U}{R}, {T}: Exile the top card of your library. Until your next turn, you may cast that card if it's an instant or sorcery.",,,1\1
"Niv-Mizzet, the Firemind",GP,Gld,Legendary Creature — Dragon Wizard,4\4,,R,{2}{U}{U}{R}{R},"Flying
Whenever you draw a card, Niv-Mizzet, the Firemind deals 1 damage to target creature or player.
{T}: Draw a card.",,,1\1
"Nix",FUT,U,Instant,,,R,{U},"Counter target spell if no mana was spent to cast it.",,,1\1
"No Rest for the Wicked",10E,B,Enchantment,,,U,{1}{B},"Sacrifice No Rest for the Wicked: Return to your hand all creature cards in your graveyard that were put there from the battlefield this turn.",,,1\1
"Nobilis of War",EVE,Gld,Creature — Spirit Avatar,3\4,,R,{RW}{RW}{RW}{RW}{RW},"Flying
Attacking creatures you control get +2\+0.",,,1\1
"Noble Hierarch",CFX,G,Creature — Human Druid,0\1,,R,{G},"Exalted Whenever a creature you control attacks alone, that creature gets +1\+1 until end of turn.
{T}: Add {G}, {W}, or {U} to your mana pool.",,,1\1
"Noble Purpose",8E,W,Enchantment,,,R,{3}{W}{W},"Whenever a creature you control deals combat damage, you gain that much life.",,,1\1
"Noble Vestige",ZEN,W,Creature — Spirit,1\2,,C,{2}{W},"Flying
{T}: Prevent the next 1 damage that would be dealt to target player this turn.",,,1\1
"No-Dachi",CHK,Art,Artifact — Equipment,,,U,{2},"Equipped creature gets +2\+0 and has first strike.
Equip {3} {3}: Attach to target creature you control. Equip only as a sorcery.",,,1\1
"Noggin Whack",MOR,B,Tribal Sorcery — Rogue,,,U,{2}{B}{B},"Prowl {1}{B} You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Rogue.
Target player reveals three cards from his or her hand. You choose two of them. That player discards those cards.",,,1\1
"Noggle Bandit",EVE,Gld,Creature — Noggle Rogue,2\2,,C,{1}{UR}{UR},"Noggle Bandit can't be blocked except by creatures with defender.",,,1\1
"Noggle Bridgebreaker",EVE,Gld,Creature — Noggle Rogue,4\3,,C,{2}{UR}{UR},"When Noggle Bridgebreaker enters the battlefield, return a land you control to its owner's hand.",,,1\1
"Noggle Hedge-Mage",EVE,Gld,Creature — Noggle Wizard,2\2,,U,{2}{UR},"When Noggle Hedge-Mage enters the battlefield, if you control two or more Islands, you may tap two target permanents.
When Noggle Hedge-Mage enters the battlefield, if you control two or more Mountains, you may have Noggle Hedge-Mage deal 2 damage to target player.",,,1\1
"Noggle Ransacker",EVE,Gld,Creature — Noggle Rogue,2\1,,U,{2}{UR},"When Noggle Ransacker enters the battlefield, each player draws two cards, then discards a card at random.",,,1\1
"Nomad Mythmaker",10E,W,Creature — Human Nomad Cleric,2\2,,R,{2}{W},"{W}, {T}: Put target Aura card from a graveyard onto the battlefield under your control attached to a creature you control.",,,1\1
"Nomads' Assembly",ROE,W,Sorcery,,,R,{4}{W}{W},"Put a 1\1 white Kor Soldier creature token onto the battlefield for each creature you control.
Rebound If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.",,,1\1
"Norin the Wary",TSP,R,Legendary Creature — Human Warrior,2\1,,R,{R},"When a player casts a spell or a creature attacks, exile Norin the Wary. Return it to the battlefield under its owner's control at the beginning of the next end step.",,,1\1
"Norn's Annex",NPH,W,Artifact,,,R,{3}{WP}{WP},"{wp} can be paid with either {W} or 2 life.
Creatures can't attack you or a planeswalker you control unless their controller pays {wp} for each of those creatures.",,,1\1
"Norwood Ranger",9E,G,Creature — Elf Scout,1\2,,C,{G},"

Rules Text:",,,1\1
"Norwood Ranger",8E,G,Creature — Elf Scout,1\2,,C,{G},"

Rules Text:",,,1\1
"Not of This World",ROE,Art,Tribal Instant — Eldrazi,,,U,{7},"Counter target spell or ability that targets a permanent you control.
Not of This World costs {7} less to cast if it targets a spell or ability that targets a creature you control with power 7 or greater.",,,1\1
"Notorious Throng",MOR,U,Tribal Sorcery — Rogue,,,R,{3}{U},"Prowl {5}{U} You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Rogue.
Put X 1\1 black Faerie Rogue creature tokens with flying onto the battlefield, where X is the damage dealt to your opponents this turn. If Notorious Throng's prowl cost was paid, take an extra turn after this one.",,,1\1
"Nourish",DS,G,Instant,,,C,{G}{G},"You gain 6 life.",,,1\1
"Nourishing Shoal",BOK,G,Instant — Arcane,,,R,{X}{G}{G},"You may exile a green card with converted mana cost X from your hand rather than pay Nourishing Shoal's mana cost.
You gain X life.",,,1\1
"Nova Chaser",LRW,R,Creature — Elemental Warrior,10\2,,R,{3}{R},"Trample
Champion an Elemental When this enters the battlefield, sacrifice it unless you exile another Elemental you control. When this leaves the battlefield, that card returns to the battlefield.",,,1\1
"Novablast Wurm",WWK,Gld,Creature — Wurm,7\7,,M,{3}{G}{G}{W}{W},"Whenever Novablast Wurm attacks, destroy all other creatures.",,,1\1
"Novijen Sages",DIS,U,Creature — Human Advisor Mutant,0\0,,R,{4}{U}{U},"Graft 4 This creature enters the battlefield with four +1\+1 counters on it. Whenever another creature enters the battlefield, you may move a +1\+1 counter from this creature onto it.
{1}, Remove two +1\+1 counters from among creatures you control: Draw a card.",,,1\1
"Novijen, Heart of Progress",DIS,Lnd,Land,,,U,,"{T}: Add {1} to your mana pool.
{G}{U}, {T}: Put a +1\+1 counter on each creature that entered the battlefield this turn.",,,1\1
"Noxious Hatchling",EVE,Gld,Creature — Elemental,6\6,,U,{3}{BG},"Noxious Hatchling enters the battlefield with four -1\-1 counters on it.
Wither This deals damage to creatures in the form of -1\-1 counters.
Whenever you cast a black spell, remove a -1\-1 counter from Noxious Hatchling.
Whenever you cast a green spell, remove a -1\-1 counter from Noxious Hatchling.",,,1\1
"Noxious Revival",NPH,G,Instant,,,U,{GP},"{gp} can be paid with either {G} or 2 life.
Put target card from a graveyard on top of its owner's library.",,,1\1
"Nucklavee",EVE,Gld,Creature — Beast,4\4,,U,{4}{UR}{UR},"When Nucklavee enters the battlefield, you may return target red sorcery card from your graveyard to your hand.
When Nucklavee enters the battlefield, you may return target blue instant card from your graveyard to your hand.",,,1\1
"Nuisance Engine",MR,Art,Artifact,,,U,{3},"{2}, {T}: Put a 0\1 colorless Pest artifact creature token onto the battlefield.",,,1\1
"Null Champion",ROE,B,Creature — Zombie Warrior,1\1,,C,{1}{B},"Level up {3} {3}: Put a level counter on this. Level up only as a sorcery.
LEVEL 1-3
4\2

LEVEL 4+
7\3
{B}: Regenerate Null Champion.",,,1\1
"Null Profusion",PLC,B,Enchantment,,,R,{4}{B}{B},"Skip your draw step.
Whenever you play a card, draw a card.
Your maximum hand size is two.",,,1\1
"Nullmage Shepherd",RAV,G,Creature — Elf Shaman,2\4,,U,{3}{G},"Tap four untapped creatures you control: Destroy target artifact or enchantment.",,,1\1
"Nullstone Gargoyle",RAV,Art,Artifact Creature — Gargoyle,4\5,,R,{9},"Flying
Whenever the first noncreature spell of a turn is cast, counter that spell.",,,1\1
"Nulltread Gargantuan",ARB,Gld,Creature — Beast,5\6,,U,{1}{G}{U},"When Nulltread Gargantuan enters the battlefield, put a creature you control on top of its owner's library.",,,1\1
"Numai Outcast",CHK,B,Creature — Human Samurai,1\1,,U,{3}{B},"Bushido 2 When this blocks or becomes blocked, it gets +2\+2 until end of turn.
{B}, Pay 5 life: Regenerate Numai Outcast.",,,1\1
"Numbing Dose",NPH,U,Enchantment — Aura,,,C,{3}{U}{U},"Enchant artifact or creature
Enchanted permanent doesn't untap during its controller's untap step.
At the beginning of the upkeep of enchanted permanent's controller, that player loses 1 life.",,,1\1
"Numot, the Devastator",PLC,Gld,Legendary Creature — Dragon,6\6,,R,{3}{R}{W}{U},"Flying
Whenever Numot, the Devastator deals combat damage to a player, you may pay {2}{R}. If you do, destroy up to two target lands.",,,1\1
"Nurturer Initiate",SHM,G,Creature — Elf Shaman,1\1,,C,{G},"Whenever a player casts a green spell, you may pay {1}. If you do, target creature gets +1\+1 until end of turn.",,,1\1
"Nyxathid",CFX,B,Creature — Elemental,7\7,,R,{1}{B}{B},"As Nyxathid enters the battlefield, choose an opponent.
Nyxathid gets -1\-1 for each card in the chosen player's hand.",,,1\1
"Oaken Brawler",LRW,W,Creature — Treefolk Warrior,2\4,,C,{3}{W},"When Oaken Brawler enters the battlefield, clash with an opponent. If you win, put a +1\+1 counter on Oaken Brawler. Each clashing player reveals the top card of his or her library, then puts that card on the top or bottom. A player wins if his or her card had a higher converted mana cost.",,,1\1
"Oakenform",M10,G,Enchantment — Aura,,,C,{2}{G},"Enchant creature
Enchanted creature gets +3\+3.",,,1\1
"Oakgnarl Warrior",LRW,G,Creature — Treefolk Warrior,5\7,,C,{5}{G}{G},"Vigilance, trample",,,1\1
"Oathkeeper, Takeno's Daisho",CHK,Art,Legendary Artifact — Equipment,,,R,{3},"Equipped creature gets +3\+1.
Whenever equipped creature dies, return that card to the battlefield under your control if it's a Samurai card.
When Oathkeeper, Takeno's Daisho is put into a graveyard from the battlefield, exile equipped creature.
Equip {2}",,,1\1
"Oathsworn Giant",RAV,W,Creature — Giant Soldier,3\4,,U,{4}{W}{W},"Vigilance
Other creatures you control get +0\+2 and have vigilance.",,,1\1
